filename,label
D_0000840589,bonafide
D_0000840610,spoof
D_0000840631,spoof
D_0000840652,spoof
D_0000840673,spoof
D_0000840694,bonafide
D_0000840715,spoof
D_0000840736,spoof
D_0000840757,spoof
D_0000840778,bonafide
D_0000840799,spoof
D_0000840820,spoof
D_0000840841,spoof
D_0000840862,spoof
D_0000840883,spoof
D_0000840904,spoof
D_0000840925,bonafide
D_0000840946,spoof
D_0000840967,spoof
D_0000840988,spoof
D_0000841009,spoof
D_0000841030,spoof
D_0000841051,bonafide
D_0000841072,spoof
D_0000841093,bonafide
D_0000841114,spoof
D_0000841135,spoof
D_0000841156,spoof
D_0000841177,bonafide
D_0000841198,bonafide
D_0000841219,spoof
D_0000841240,bonafide
D_0000841261,bonafide
D_0000841282,spoof
D_0000841303,spoof
D_0000841324,spoof
D_0000841345,bonafide
D_0000841366,spoof
D_0000841387,spoof
D_0000841408,spoof
D_0000841429,spoof
D_0000841450,spoof
D_0000841471,spoof
D_0000841492,spoof
D_0000841513,bonafide
D_0000841534,bonafide
D_0000841555,spoof
D_0000841576,spoof
D_0000841597,spoof
D_0000841618,bonafide
D_0000841639,bonafide
D_0000841660,spoof
D_0000841681,spoof
D_0000841702,spoof
D_0000841723,bonafide
D_0000841744,bonafide
D_0000841765,spoof
D_0000841786,spoof
D_0000841807,spoof
D_0000841828,bonafide
D_0000841849,spoof
D_0000841870,spoof
D_0000841891,spoof
D_0000841912,spoof
D_0000841933,spoof
D_0000841954,spoof
D_0000841975,spoof
D_0000841996,spoof
D_0000842017,bonafide
D_0000842038,bonafide
D_0000842059,spoof
D_0000842080,spoof
D_0000842101,spoof
D_0000842122,spoof
D_0000842143,bonafide
D_0000842164,spoof
D_0000842185,spoof
D_0000842206,spoof
D_0000842227,bonafide
D_0000842248,spoof
D_0000842269,spoof
D_0000842290,spoof
D_0000842311,spoof
D_0000842332,spoof
D_0000842353,spoof
D_0000842374,bonafide
D_0000842395,bonafide
D_0000842416,spoof
D_0000842437,spoof
D_0000842458,bonafide
D_0000842479,spoof
D_0000842500,spoof
D_0000842521,spoof
D_0000842542,bonafide
D_0000842563,spoof
D_0000842584,spoof
D_0000842605,spoof
D_0000842626,bonafide
D_0000842647,spoof
D_0000842668,spoof
D_0000842689,spoof
D_0000842710,spoof
D_0000842731,bonafide
D_0000842752,spoof
D_0000842773,spoof
D_0000842794,spoof
D_0000842815,spoof
D_0000842836,spoof
D_0000842857,spoof
D_0000842878,spoof
D_0000842899,bonafide
D_0000842920,bonafide
D_0000842941,spoof
D_0000842962,spoof
D_0000842983,spoof
D_0000843004,bonafide
D_0000843025,spoof
D_0000843046,spoof
D_0000843067,spoof
D_0000843088,spoof
D_0000843109,bonafide
D_0000843130,spoof
D_0000843151,spoof
D_0000843172,spoof
D_0000843193,bonafide
D_0000843214,spoof
D_0000843235,spoof
D_0000843256,spoof
D_0000843277,spoof
D_0000843298,spoof
D_0000843319,spoof
D_0000843340,spoof
D_0000843361,spoof
D_0000843382,spoof
D_0000843403,spoof
D_0000843424,spoof
D_0000843445,spoof
D_0000843466,bonafide
D_0000843487,bonafide
D_0000843508,spoof
D_0000843529,spoof
D_0000843550,spoof
D_0000843571,spoof
D_0000843592,spoof
D_0000843613,spoof
D_0000843634,spoof
D_0000843655,spoof
D_0000843676,spoof
D_0000843697,spoof
D_0000843718,spoof
D_0000843739,spoof
D_0000843760,spoof
D_0000843781,spoof
D_0000843802,bonafide
D_0000843823,bonafide
D_0000843844,spoof
D_0000843865,spoof
D_0000843886,bonafide
D_0000843907,bonafide
D_0000843928,spoof
D_0000843949,spoof
D_0000843970,spoof
D_0000843991,spoof
D_0000844012,spoof
D_0000844033,spoof
D_0000844054,spoof
D_0000844075,spoof
D_0000844096,bonafide
D_0000844117,spoof
D_0000844138,spoof
D_0000844159,bonafide
D_0000844180,spoof
D_0000844201,spoof
D_0000844222,spoof
D_0000844243,spoof
D_0000844264,spoof
D_0000844285,spoof
D_0000844306,bonafide
D_0000844327,spoof
D_0000844348,spoof
D_0000844369,spoof
D_0000844390,spoof
D_0000844411,bonafide
D_0000844432,spoof
D_0000844453,spoof
D_0000844474,spoof
D_0000844495,spoof
D_0000844516,bonafide
D_0000844537,spoof
D_0000844558,spoof
D_0000844579,bonafide
D_0000844600,bonafide
D_0000844621,bonafide
D_0000844642,spoof
D_0000844663,spoof
D_0000844684,spoof
D_0000844705,spoof
D_0000844726,bonafide
D_0000844747,spoof
D_0000844768,spoof
D_0000844789,spoof
D_0000844810,spoof
D_0000844831,spoof
D_0000844852,spoof
D_0000844873,spoof
D_0000844894,spoof
D_0000844915,spoof
D_0000844936,spoof
D_0000844957,bonafide
D_0000844978,spoof
D_0000844999,spoof
D_0000845020,bonafide
D_0000845041,bonafide
D_0000845062,spoof
D_0000845083,spoof
D_0000845104,bonafide
D_0000845125,spoof
D_0000845146,spoof
D_0000845167,spoof
D_0000845188,bonafide
D_0000845209,spoof
D_0000845230,spoof
D_0000845251,bonafide
D_0000845272,spoof
D_0000845293,spoof
D_0000845314,bonafide
D_0000845335,spoof
D_0000845356,spoof
D_0000845377,spoof
D_0000845398,bonafide
D_0000845419,bonafide
D_0000845440,spoof
D_0000845461,spoof
D_0000845482,spoof
D_0000845503,spoof
D_0000845524,spoof
D_0000845545,spoof
D_0000845566,spoof
D_0000845587,bonafide
D_0000845608,spoof
D_0000845629,bonafide
D_0000845650,spoof
D_0000845671,bonafide
D_0000845692,spoof
D_0000845713,spoof
D_0000845734,bonafide
D_0000845755,bonafide
D_0000845776,bonafide
D_0000845797,spoof
D_0000845818,spoof
D_0000845839,spoof
D_0000845860,spoof
D_0000845881,spoof
D_0000845902,spoof
D_0000845923,spoof
D_0000845944,bonafide
D_0000845965,spoof
D_0000845986,spoof
D_0000846007,spoof
D_0000846028,spoof
D_0000846049,bonafide
D_0000846070,spoof
D_0000846091,spoof
D_0000846112,spoof
D_0000846133,spoof
D_0000846154,spoof
D_0000846175,spoof
D_0000846196,spoof
D_0000846217,bonafide
D_0000846238,spoof
D_0000846259,spoof
D_0000846280,spoof
D_0000846301,spoof
D_0000846322,bonafide
D_0000846343,spoof
D_0000846364,spoof
D_0000846385,bonafide
D_0000846406,spoof
D_0000846427,spoof
D_0000846448,bonafide
D_0000846469,spoof
D_0000846490,spoof
D_0000846511,spoof
D_0000846532,spoof
D_0000846553,spoof
D_0000846574,bonafide
D_0000846595,spoof
D_0000846616,spoof
D_0000846637,bonafide
D_0000846658,spoof
D_0000846679,spoof
D_0000846700,spoof
D_0000846721,spoof
D_0000846742,spoof
D_0000846763,bonafide
D_0000846784,spoof
D_0000846805,spoof
D_0000846826,spoof
D_0000846847,spoof
D_0000846868,bonafide
D_0000846889,spoof
D_0000846910,spoof
D_0000846931,spoof
D_0000846952,spoof
D_0000846973,spoof
D_0000846994,spoof
D_0000847015,spoof
D_0000847036,bonafide
D_0000847057,spoof
D_0000847078,spoof
D_0000847099,spoof
D_0000847120,spoof
D_0000847141,spoof
D_0000847162,bonafide
D_0000847183,spoof
D_0000847204,bonafide
D_0000847225,spoof
D_0000847246,spoof
D_0000847267,bonafide
D_0000847288,bonafide
D_0000847309,spoof
D_0000847330,spoof
D_0000847351,spoof
D_0000847372,spoof
D_0000847393,bonafide
D_0000847414,spoof
D_0000847435,spoof
D_0000847456,spoof
D_0000847477,spoof
D_0000847498,spoof
D_0000847519,spoof
D_0000847540,spoof
D_0000847561,spoof
D_0000847582,spoof
D_0000847603,bonafide
D_0000847624,spoof
D_0000847645,spoof
D_0000847666,bonafide
D_0000847687,spoof
D_0000847708,spoof
D_0000847729,spoof
D_0000847750,spoof
D_0000847771,bonafide
D_0000847792,spoof
D_0000847813,spoof
D_0000847834,spoof
D_0000847855,spoof
D_0000847876,spoof
D_0000847897,spoof
D_0000847918,bonafide
D_0000847939,spoof
D_0000847960,bonafide
D_0000847981,spoof
D_0000848002,spoof
D_0000848023,spoof
D_0000848044,spoof
D_0000848065,bonafide
D_0000848086,spoof
D_0000848107,spoof
D_0000848128,bonafide
D_0000848149,bonafide
D_0000848170,spoof
D_0000848191,spoof
D_0000848212,spoof
D_0000848233,bonafide
D_0000848254,spoof
D_0000848275,spoof
D_0000848296,spoof
D_0000848317,bonafide
D_0000848338,spoof
D_0000848359,spoof
D_0000848380,spoof
D_0000848401,bonafide
D_0000848422,spoof
D_0000848443,spoof
D_0000848464,bonafide
D_0000848485,spoof
D_0000848506,spoof
D_0000848527,spoof
D_0000848548,spoof
D_0000848569,spoof
D_0000848590,spoof
D_0000848611,spoof
D_0000848632,bonafide
D_0000848653,spoof
D_0000848674,spoof
D_0000848695,spoof
D_0000848716,spoof
D_0000848737,spoof
D_0000848758,spoof
D_0000848779,spoof
D_0000848800,spoof
D_0000848821,spoof
D_0000848842,spoof
D_0000848863,spoof
D_0000848884,spoof
D_0000848905,spoof
D_0000848926,spoof
D_0000848947,bonafide
D_0000848968,spoof
D_0000848989,spoof
D_0000849010,bonafide
D_0000849031,bonafide
D_0000849052,spoof
D_0000849073,bonafide
D_0000849094,spoof
D_0000849115,spoof
D_0000849136,bonafide
D_0000849157,spoof
D_0000849178,bonafide
D_0000849199,spoof
D_0000849220,spoof
D_0000849241,spoof
D_0000849262,bonafide
D_0000849283,bonafide
D_0000849304,spoof
D_0000849325,bonafide
D_0000849346,spoof
D_0000849367,spoof
D_0000849388,spoof
D_0000849409,spoof
D_0000849430,spoof
D_0000849451,spoof
D_0000849472,spoof
D_0000849493,spoof
D_0000849514,bonafide
D_0000849535,bonafide
D_0000849556,spoof
D_0000849577,spoof
D_0000849598,spoof
D_0000849619,spoof
D_0000849640,bonafide
D_0000849661,bonafide
D_0000849682,spoof
D_0000849703,spoof
D_0000849724,spoof
D_0000849745,spoof
D_0000849766,bonafide
D_0000849787,spoof
D_0000849808,spoof
D_0000849829,spoof
D_0000849850,spoof
D_0000849871,spoof
D_0000849892,spoof
D_0000849913,spoof
D_0000849934,spoof
D_0000849955,spoof
D_0000849976,spoof
D_0000849997,spoof
D_0000850018,spoof
D_0000850039,bonafide
D_0000850060,spoof
D_0000850081,spoof
D_0000850102,spoof
D_0000850123,bonafide
D_0000850144,spoof
D_0000850165,bonafide
D_0000850186,bonafide
D_0000850207,spoof
D_0000850228,spoof
D_0000850249,spoof
D_0000850270,spoof
D_0000850291,spoof
D_0000850312,spoof
D_0000850333,spoof
D_0000850354,spoof
D_0000850375,spoof
D_0000850396,spoof
D_0000850417,spoof
D_0000850438,spoof
D_0000850459,spoof
D_0000850480,spoof
D_0000850501,spoof
D_0000850522,spoof
D_0000850543,spoof
D_0000850564,spoof
D_0000850585,spoof
D_0000850606,spoof
D_0000850627,spoof
D_0000850648,spoof
D_0000850669,spoof
D_0000850690,spoof
D_0000850711,bonafide
D_0000850732,spoof
D_0000850753,bonafide
D_0000850774,spoof
D_0000850795,spoof
D_0000850816,spoof
D_0000850837,spoof
D_0000850858,spoof
D_0000850879,spoof
D_0000850900,spoof
D_0000850921,spoof
D_0000850942,bonafide
D_0000850963,spoof
D_0000850984,bonafide
D_0000851005,spoof
D_0000851026,bonafide
D_0000851047,spoof
D_0000851068,bonafide
D_0000851089,spoof
D_0000851110,spoof
D_0000851131,spoof
D_0000851152,spoof
D_0000851173,bonafide
D_0000851194,spoof
D_0000851215,spoof
D_0000851236,bonafide
D_0000851257,spoof
D_0000851278,spoof
D_0000851299,bonafide
D_0000851320,spoof
D_0000851341,spoof
D_0000851362,spoof
D_0000851383,spoof
D_0000851404,bonafide
D_0000851425,spoof
D_0000851446,spoof
D_0000851467,spoof
D_0000851488,bonafide
D_0000851509,spoof
D_0000851530,spoof
D_0000851551,spoof
D_0000851572,spoof
D_0000851593,spoof
D_0000851614,spoof
D_0000851635,spoof
D_0000851656,spoof
D_0000851677,spoof
D_0000851698,spoof
D_0000851719,spoof
D_0000851740,spoof
D_0000851761,bonafide
D_0000851782,bonafide
D_0000851803,spoof
D_0000851824,spoof
D_0000851845,spoof
D_0000851866,spoof
D_0000851887,spoof
D_0000851908,spoof
D_0000851929,spoof
D_0000851950,spoof
D_0000851971,spoof
D_0000851992,spoof
D_0000852013,spoof
D_0000852034,spoof
D_0000852055,spoof
D_0000852076,spoof
D_0000852097,spoof
D_0000852118,spoof
D_0000852139,spoof
D_0000852160,spoof
D_0000852181,bonafide
D_0000852202,bonafide
D_0000852223,spoof
D_0000852244,spoof
D_0000852265,bonafide
D_0000852286,spoof
D_0000852307,spoof
D_0000852328,spoof
D_0000852349,spoof
D_0000852370,spoof
D_0000852391,bonafide
D_0000852412,spoof
D_0000852433,spoof
D_0000852454,bonafide
D_0000852475,spoof
D_0000852496,bonafide
D_0000852517,spoof
D_0000852538,spoof
D_0000852559,spoof
D_0000852580,bonafide
D_0000852601,spoof
D_0000852622,spoof
D_0000852643,bonafide
D_0000852664,spoof
D_0000852685,spoof
D_0000852706,spoof
D_0000852727,spoof
D_0000852748,spoof
D_0000852769,spoof
D_0000852790,spoof
D_0000852811,bonafide
D_0000852832,bonafide
D_0000852853,spoof
D_0000852874,spoof
D_0000852895,bonafide
D_0000852916,spoof
D_0000852937,bonafide
D_0000852958,spoof
D_0000852979,bonafide
D_0000853000,spoof
D_0000853021,bonafide
D_0000853042,spoof
D_0000853063,spoof
D_0000853084,spoof
D_0000853105,bonafide
D_0000853126,spoof
D_0000853147,spoof
D_0000853168,spoof
D_0000853189,bonafide
D_0000853210,spoof
D_0000853231,bonafide
D_0000853252,spoof
D_0000853273,spoof
D_0000853294,spoof
D_0000853315,spoof
D_0000853336,spoof
D_0000853357,spoof
D_0000853378,bonafide
D_0000853399,spoof
D_0000853420,spoof
D_0000853441,spoof
D_0000853462,spoof
D_0000853483,spoof
D_0000853504,spoof
D_0000853525,spoof
D_0000853546,spoof
D_0000853567,spoof
D_0000853588,bonafide
D_0000853609,spoof
D_0000853630,bonafide
D_0000853651,spoof
D_0000853672,spoof
D_0000853693,spoof
D_0000853714,bonafide
D_0000853735,spoof
D_0000853756,bonafide
D_0000853777,spoof
D_0000853798,spoof
D_0000853819,spoof
D_0000853840,bonafide
D_0000853861,spoof
D_0000853882,bonafide
D_0000853903,spoof
D_0000853924,bonafide
D_0000853945,spoof
D_0000853966,spoof
D_0000853987,bonafide
D_0000854008,spoof
D_0000854029,spoof
D_0000854050,bonafide
D_0000854071,spoof
D_0000854092,spoof
D_0000854113,spoof
D_0000854134,spoof
D_0000854155,spoof
D_0000854176,spoof
D_0000854197,spoof
D_0000854218,spoof
D_0000854239,spoof
D_0000854260,spoof
D_0000854281,spoof
D_0000854302,bonafide
D_0000854323,spoof
D_0000854344,spoof
D_0000854365,spoof
D_0000854386,spoof
D_0000854407,spoof
D_0000854428,bonafide
D_0000854449,spoof
D_0000854470,spoof
D_0000854491,spoof
D_0000854512,spoof
D_0000854533,spoof
D_0000854554,bonafide
D_0000854575,spoof
D_0000854596,bonafide
D_0000854617,spoof
D_0000854638,bonafide
D_0000854659,spoof
D_0000854680,spoof
D_0000854701,bonafide
D_0000854722,spoof
D_0000854743,spoof
D_0000854764,spoof
D_0000854785,spoof
D_0000854806,bonafide
D_0000854827,spoof
D_0000854848,spoof
D_0000854869,spoof
D_0000854890,spoof
D_0000854911,spoof
D_0000854932,spoof
D_0000854953,bonafide
D_0000854974,bonafide
D_0000854995,spoof
D_0000855016,spoof
D_0000855037,spoof
D_0000855058,spoof
D_0000855079,spoof
D_0000855100,spoof
D_0000855121,spoof
D_0000855142,bonafide
D_0000855163,spoof
D_0000855184,spoof
D_0000855205,spoof
D_0000855226,bonafide
D_0000855247,spoof
D_0000855268,bonafide
D_0000855289,spoof
D_0000855310,spoof
D_0000855331,spoof
D_0000855352,bonafide
D_0000855373,spoof
D_0000855394,spoof
D_0000855415,spoof
D_0000855436,spoof
D_0000855457,spoof
D_0000855478,bonafide
D_0000855499,spoof
D_0000855520,bonafide
D_0000855541,spoof
D_0000855562,spoof
D_0000855583,spoof
D_0000855604,bonafide
D_0000855625,bonafide
D_0000855646,spoof
D_0000855667,spoof
D_0000855688,spoof
D_0000855709,spoof
D_0000855730,spoof
D_0000855751,spoof
D_0000855772,spoof
D_0000855793,spoof
D_0000855814,spoof
D_0000855835,spoof
D_0000855856,spoof
D_0000855877,spoof
D_0000855898,bonafide
D_0000855919,spoof
D_0000855940,spoof
D_0000855961,bonafide
D_0000855982,spoof
D_0000856003,spoof
D_0000856024,spoof
D_0000856045,spoof
D_0000856066,bonafide
D_0000856087,spoof
D_0000856108,spoof
D_0000856129,bonafide
D_0000856150,spoof
D_0000856171,spoof
D_0000856192,spoof
D_0000856213,bonafide
D_0000856234,spoof
D_0000856255,bonafide
D_0000856276,spoof
D_0000856297,spoof
D_0000856318,bonafide
D_0000856339,spoof
D_0000856360,spoof
D_0000856381,spoof
D_0000856402,spoof
D_0000856423,spoof
D_0000856444,spoof
D_0000856465,spoof
D_0000856486,bonafide
D_0000856507,spoof
D_0000856528,spoof
D_0000856549,spoof
D_0000856570,spoof
D_0000856591,spoof
D_0000856612,spoof
D_0000856633,spoof
D_0000856654,bonafide
D_0000856675,spoof
D_0000856696,bonafide
D_0000856717,spoof
D_0000856738,spoof
D_0000856759,spoof
D_0000856780,spoof
D_0000856801,spoof
D_0000856822,bonafide
D_0000856843,spoof
D_0000856864,spoof
D_0000856885,spoof
D_0000856906,spoof
D_0000856927,spoof
D_0000856948,spoof
D_0000856969,bonafide
D_0000856990,spoof
D_0000857011,spoof
D_0000857032,spoof
D_0000857053,bonafide
D_0000857074,spoof
D_0000857095,bonafide
D_0000857116,bonafide
D_0000857137,spoof
D_0000857158,spoof
D_0000857179,spoof
D_0000857200,spoof
D_0000857221,spoof
D_0000857242,bonafide
D_0000857263,spoof
D_0000857284,spoof
D_0000857305,spoof
D_0000857326,spoof
D_0000857347,spoof
D_0000857368,spoof
D_0000857389,bonafide
D_0000857410,spoof
D_0000857431,bonafide
D_0000857452,spoof
D_0000857473,spoof
D_0000857494,spoof
D_0000857515,spoof
D_0000857536,spoof
D_0000857557,bonafide
D_0000857578,spoof
D_0000857599,bonafide
D_0000857620,bonafide
D_0000857641,spoof
D_0000857662,spoof
D_0000857683,spoof
D_0000857704,bonafide
D_0000857725,spoof
D_0000857746,spoof
D_0000857767,spoof
D_0000857788,spoof
D_0000857809,spoof
D_0000857830,spoof
D_0000857851,spoof
D_0000857872,spoof
D_0000857893,spoof
D_0000857914,spoof
D_0000857935,bonafide
D_0000857956,spoof
D_0000857977,spoof
D_0000857998,spoof
D_0000858019,bonafide
D_0000858040,spoof
D_0000858061,spoof
D_0000858082,spoof
D_0000858103,spoof
D_0000858124,spoof
D_0000858145,bonafide
D_0000858166,bonafide
D_0000858187,spoof
D_0000858208,spoof
D_0000858229,spoof
D_0000858250,spoof
D_0000858271,spoof
D_0000858292,spoof
D_0000858313,bonafide
D_0000858334,bonafide
D_0000858355,spoof
D_0000858376,bonafide
D_0000858397,spoof
D_0000858418,spoof
D_0000858439,spoof
D_0000858460,spoof
D_0000858481,spoof
D_0000858502,spoof
D_0000858523,spoof
D_0000858544,spoof
D_0000858565,bonafide
D_0000858586,spoof
D_0000858607,spoof
D_0000858628,spoof
D_0000858649,spoof
D_0000858670,spoof
D_0000858691,spoof
D_0000858712,spoof
D_0000858733,spoof
D_0000858754,spoof
D_0000858775,bonafide
D_0000858796,spoof
D_0000858817,spoof
D_0000858838,spoof
D_0000858859,spoof
D_0000858880,spoof
D_0000858901,spoof
D_0000858922,bonafide
D_0000858943,spoof
D_0000858964,spoof
D_0000858985,spoof
D_0000859006,spoof
D_0000859027,bonafide
D_0000859048,spoof
D_0000859069,bonafide
D_0000859090,spoof
D_0000859111,bonafide
D_0000859132,spoof
D_0000859153,spoof
D_0000859174,spoof
D_0000859195,bonafide
D_0000859216,spoof
D_0000859237,spoof
D_0000859258,bonafide
D_0000859279,spoof
D_0000859300,spoof
D_0000859321,spoof
D_0000859342,spoof
D_0000859363,spoof
D_0000859384,bonafide
D_0000859405,bonafide
D_0000859426,spoof
D_0000859447,spoof
D_0000859468,spoof
D_0000859489,spoof
D_0000859510,bonafide
D_0000859531,bonafide
D_0000859552,spoof
D_0000859573,spoof
D_0000859594,spoof
D_0000859615,spoof
D_0000859636,spoof
D_0000859657,spoof
D_0000859678,spoof
D_0000859699,spoof
D_0000859720,spoof
D_0000859741,spoof
D_0000859762,spoof
D_0000859783,spoof
D_0000859804,spoof
D_0000859825,spoof
D_0000859846,spoof
D_0000859867,spoof
D_0000859888,bonafide
D_0000859909,spoof
D_0000859930,bonafide
D_0000859951,bonafide
D_0000859972,bonafide
D_0000859993,spoof
D_0000860014,spoof
D_0000860035,spoof
D_0000860056,spoof
D_0000860077,spoof
D_0000860098,spoof
D_0000860119,spoof
D_0000860140,spoof
D_0000860161,spoof
D_0000860182,spoof
D_0000860203,spoof
D_0000860224,spoof
D_0000860245,spoof
D_0000860266,bonafide
D_0000860287,bonafide
D_0000860308,bonafide
D_0000860329,spoof
D_0000860350,bonafide
D_0000860371,spoof
D_0000860392,spoof
D_0000860413,bonafide
D_0000860434,spoof
D_0000860455,spoof
D_0000860476,spoof
D_0000860497,spoof
D_0000860518,bonafide
D_0000860539,spoof
D_0000860560,bonafide
D_0000860581,spoof
D_0000860602,spoof
D_0000860623,bonafide
D_0000860644,bonafide
D_0000860665,spoof
D_0000860686,spoof
D_0000860707,spoof
D_0000860728,spoof
D_0000860749,spoof
D_0000860770,spoof
D_0000860791,spoof
D_0000860812,spoof
D_0000860833,bonafide
D_0000860854,spoof
D_0000860875,spoof
D_0000860896,bonafide
D_0000860917,bonafide
D_0000860938,spoof
D_0000860959,spoof
D_0000860980,spoof
D_0000861001,bonafide
D_0000861022,bonafide
D_0000861043,spoof
D_0000861064,spoof
D_0000861085,spoof
D_0000861106,spoof
D_0000861127,spoof
D_0000861148,spoof
D_0000861169,spoof
D_0000861190,bonafide
D_0000861211,bonafide
D_0000861232,bonafide
D_0000861253,spoof
D_0000861274,spoof
D_0000861295,bonafide
D_0000861316,spoof
D_0000861337,bonafide
D_0000861358,spoof
D_0000861379,spoof
D_0000861400,spoof
D_0000861421,spoof
D_0000861442,spoof
D_0000861463,spoof
D_0000861484,spoof
D_0000861505,spoof
D_0000861526,spoof
D_0000861547,bonafide
D_0000861568,spoof
D_0000861589,bonafide
D_0000861610,bonafide
D_0000861631,spoof
D_0000861652,spoof
D_0000861673,spoof
D_0000861694,spoof
D_0000861715,spoof
D_0000861736,spoof
D_0000861757,spoof
D_0000861778,spoof
D_0000861799,spoof
D_0000861820,spoof
D_0000861841,spoof
D_0000861862,spoof
D_0000861883,bonafide
D_0000861904,spoof
D_0000861925,spoof
D_0000861946,spoof
D_0000861967,spoof
D_0000861988,spoof
D_0000862009,spoof
D_0000862030,spoof
D_0000862051,spoof
D_0000862072,spoof
D_0000862093,bonafide
D_0000862114,spoof
D_0000862135,bonafide
D_0000862156,spoof
D_0000862177,bonafide
D_0000862198,spoof
D_0000862219,spoof
D_0000862240,bonafide
D_0000862261,bonafide
D_0000862282,bonafide
D_0000862303,spoof
D_0000862324,spoof
D_0000862345,spoof
D_0000862366,spoof
D_0000862387,spoof
D_0000862408,spoof
D_0000862429,spoof
D_0000862450,spoof
D_0000862471,spoof
D_0000862492,bonafide
D_0000862513,spoof
D_0000862534,spoof
D_0000862555,spoof
D_0000862576,spoof
D_0000862597,spoof
D_0000862618,spoof
D_0000862639,spoof
D_0000862660,spoof
D_0000862681,spoof
D_0000862702,bonafide
D_0000862723,spoof
D_0000862744,spoof
D_0000862765,bonafide
D_0000862786,spoof
D_0000862807,spoof
D_0000862828,bonafide
D_0000862849,bonafide
D_0000862870,spoof
D_0000862891,spoof
D_0000862912,spoof
D_0000862933,bonafide
D_0000862954,bonafide
D_0000862975,spoof
D_0000862996,bonafide
D_0000863017,spoof
D_0000863038,bonafide
D_0000863059,spoof
D_0000863080,spoof
D_0000863101,spoof
D_0000863122,spoof
D_0000863143,spoof
D_0000863164,bonafide
D_0000863185,spoof
D_0000863206,spoof
D_0000863227,bonafide
D_0000863248,spoof
D_0000863269,spoof
D_0000863290,bonafide
D_0000863311,spoof
D_0000863332,spoof
D_0000863353,spoof
D_0000863374,spoof
D_0000863395,spoof
D_0000863416,spoof
D_0000863437,spoof
D_0000863458,spoof
D_0000863479,spoof
D_0000863500,spoof
D_0000863521,bonafide
D_0000863542,spoof
D_0000863563,spoof
D_0000863584,bonafide
D_0000863605,bonafide
D_0000863626,spoof
D_0000863647,spoof
D_0000863668,spoof
D_0000863689,spoof
D_0000863710,spoof
D_0000863731,spoof
D_0000863752,spoof
D_0000863773,spoof
D_0000863794,spoof
D_0000863815,spoof
D_0000863836,spoof
D_0000863857,bonafide
D_0000863878,spoof
D_0000863899,spoof
D_0000863920,spoof
D_0000863941,spoof
D_0000863962,spoof
D_0000863983,bonafide
D_0000864004,spoof
D_0000864025,bonafide
D_0000864046,spoof
D_0000864067,spoof
D_0000864088,spoof
D_0000864109,spoof
D_0000864130,spoof
D_0000864151,spoof
D_0000864172,spoof
D_0000864193,bonafide
D_0000864214,bonafide
D_0000864235,spoof
D_0000864256,spoof
D_0000864277,bonafide
D_0000864298,bonafide
D_0000864319,spoof
D_0000864340,bonafide
D_0000864361,spoof
D_0000864382,spoof
D_0000864403,spoof
D_0000864424,spoof
D_0000864445,spoof
D_0000864466,spoof
D_0000864487,spoof
D_0000864508,bonafide
D_0000864529,spoof
D_0000864550,bonafide
D_0000864571,spoof
D_0000864592,spoof
D_0000864613,spoof
D_0000864634,bonafide
D_0000864655,spoof
D_0000864676,spoof
D_0000864697,spoof
D_0000864718,spoof
D_0000864739,spoof
D_0000864760,spoof
D_0000864781,spoof
D_0000864802,spoof
D_0000864823,spoof
D_0000864844,spoof
D_0000864865,bonafide
D_0000864886,bonafide
D_0000864907,spoof
D_0000864928,spoof
D_0000864949,spoof
D_0000864970,spoof
D_0000864991,spoof
D_0000865012,spoof
D_0000865033,spoof
D_0000865054,spoof
D_0000865075,spoof
D_0000865096,spoof
D_0000865117,bonafide
D_0000865138,spoof
D_0000865159,spoof
D_0000865180,bonafide
D_0000865201,bonafide
D_0000865222,bonafide
D_0000865243,spoof
D_0000865264,spoof
D_0000865285,spoof
D_0000865306,spoof
D_0000865327,spoof
D_0000865348,bonafide
D_0000865369,bonafide
D_0000865390,spoof
D_0000865411,bonafide
D_0000865432,spoof
D_0000865453,spoof
D_0000865474,spoof
D_0000865495,spoof
D_0000865516,bonafide
D_0000865537,spoof
D_0000865558,spoof
D_0000865579,spoof
D_0000865600,spoof
D_0000865621,spoof
D_0000865642,spoof
D_0000865663,spoof
D_0000865684,spoof
D_0000865705,spoof
D_0000865726,spoof
D_0000865747,spoof
D_0000865768,bonafide
D_0000865789,spoof
D_0000865810,spoof
D_0000865831,spoof
D_0000865852,spoof
D_0000865873,spoof
D_0000865894,spoof
D_0000865915,spoof
D_0000865936,spoof
D_0000865957,spoof
D_0000865978,spoof
D_0000865999,spoof
D_0000866020,spoof
D_0000866041,spoof
D_0000866062,spoof
D_0000866083,spoof
D_0000866104,spoof
D_0000866125,spoof
D_0000866146,spoof
D_0000866167,spoof
D_0000866188,spoof
D_0000866209,spoof
D_0000866230,spoof
D_0000866251,spoof
D_0000866272,spoof
D_0000866293,spoof
D_0000866314,bonafide
D_0000866335,spoof
D_0000866356,spoof
D_0000866377,bonafide
D_0000866398,spoof
D_0000866419,bonafide
D_0000866440,spoof
D_0000866461,spoof
D_0000866482,spoof
D_0000866503,bonafide
D_0000866524,spoof
D_0000866545,bonafide
D_0000866566,spoof
D_0000866587,spoof
D_0000866608,spoof
D_0000866629,bonafide
D_0000866650,spoof
D_0000866671,bonafide
D_0000866692,spoof
D_0000866713,spoof
D_0000866734,bonafide
